fugā tristi, Ablative, sg., f 
fugae tristes, Nominative, pl., f 
fugarum tristium, Genitive, pl., f 
fugis tristibus, Dative, pl., f 
fugas tristes, Accusative, pl., f 
fugis tristibus, Ablative, pl., f 
glōria tristis, Nominative, sg., f 
glōriae tristis, Genitive, sg., f 
glōriae tristi, Dative, sg., f 
glōriam tristem, Accusative, sg., f 
glōriā tristi, Ablative, sg., f 
glōriae tristes, Nominative, pl., f 
glōriarum tristium, Genitive, pl., f 
glōriis tristibus, Dative, pl., f 
glōrias tristes, Accusative, pl., f 
glōriis tristibus, Ablative, pl., f 
grātia tristis, Nominative, sg., f 
grātiae tristis, Genitive, sg., f 
grātiae tristi, Dative, sg., f 
grātiam tristem, Accusative, sg., f 
grātiā tristi, Ablative, sg., f 
grātiae tristes, Nominative, pl., f 
grātiarum tristium, Genitive, pl., f 
grātiis tristibus, Dative, pl., f 
grātias tristes, Accusative, pl., f 
grātiis tristibus, Ablative, pl., f 
hōra tristis, Nominative, sg., f 
hōrae tristis, Genitive, sg., f 
hōrae tristi, Dative, sg., f 
hōram tristem, Accusative, sg., f 
hōrā tristi, Ablative, sg., f 
hōrae tristes, Nominative, pl., f 
hōrarum tristium, Genitive, pl., f 
hōris tristibus, Dative, pl., f 
hōras tristes, Accusative, pl., f 
hōris tristibus, Ablative, pl., f 
iniūria tristis, Nominative, sg., f 
iniūriae tristis, Genitive, sg., f 
iniūriae tristi, Dative, sg., f 
iniūriam tristem, Accusative, sg., f 
iniūriā tristi, Ablative, sg., f 
iniūriae tristes, Nominative, pl., f 
iniūriarum tristium, Genitive, pl., f 
iniūriis tristibus, Dative, pl., f 
iniūrias tristes, Accusative, pl., f 
iniūriis tristibus, Ablative, pl., f 
īnsula tristis, Nominative, sg., f 
īnsulae tristis, Genitive, sg., f 
īnsulae tristi, Dative, sg., f 
īnsulam tristem, Accusative, sg., f 
īnsulā tristi, Ablative, sg., f 
īnsulae tristes, Nominative, pl., f 
īnsularum tristium, Genitive, pl., f 
īnsulis tristibus, Dative, pl., f 
īnsulas tristes, Accusative, pl., f 
īnsulis tristibus, Ablative, pl., f 
invidia tristis, Nominative, sg., f 
invidiae tristis, Genitive, sg., f 
invidiae tristi, Dative, sg., f 
invidiam tristem, Accusative, sg., f 
invidiā tristi, Ablative, sg., f 
invidiae tristes, Nominative, pl., f 
invidiarum tristium, Genitive, pl., f 
invidiis tristibus, Dative, pl., f 
invidias tristes, Accusative, pl., f 
invidiis tristibus, Ablative, pl., f 
ira tristis, Nominative, sg., f 
irae tristis, Genitive, sg., f 
irae tristi, Dative, sg., f 
iram tristem, Accusative, sg., f 
irā tristi, Ablative, sg., f 
irae tristes, Nominative, pl., f 
irarum tristium, Genitive, pl., f 
iris tristibus, Dative, pl., f 
iras tristes, Accusative, pl., f 
iris tristibus, Ablative, pl., f 
lacrima tristis, Nominative, sg., f 
lacrimae tristis, Genitive, sg., f 
lacrimae tristi, Dative, sg., f 
lacrimam tristem, Accusative, sg., f 
lacrimā tristi, Ablative, sg., f 
lacrimae tristes, Nominative, pl., f 
lacrimarum tristium, Genitive, pl., f 
lacrimis tristibus, Dative, pl., f 
lacrimas tristes, Accusative, pl., f 
lacrimis tristibus, Ablative, pl., f 
lingua tristis, Nominative, sg., f 
linguae tristis, Genitive, sg., f 
linguae tristi, Dative, sg., f 
linguam tristem, Accusative, sg., f 
linguā tristi, Ablative, sg., f 
linguae tristes, Nominative, pl., f 
linguarum tristium, Genitive, pl., f 
linguis tristibus, Dative, pl., f 
linguas tristes, Accusative, pl., f 
linguis tristibus, Ablative, pl., f 
littera tristis, Nominative, sg., f 
litterae tristis, Genitive, sg., f 
litterae tristi, Dative, sg., f 
litteram tristem, Accusative, sg., f 
litterā tristi, Ablative, sg., f 
litterae tristes, Nominative, pl., f 
litterarum tristium, Genitive, pl., f 
litteris tristibus, Dative, pl., f 
litteras tristes, Accusative, pl., f 
litteris tristibus, Ablative, pl., f 
lūna tristis, Nominative, sg., f 
lūnae tristis, Genitive, sg., f 
lūnae tristi, Dative, sg., f 
lūnam tristem, Accusative, sg., f 
lūnā tristi, Ablative, sg., f 
lūnae tristes, Nominative, pl., f 
lūnarum tristium, Genitive, pl., f 
lūnis tristibus, Dative, pl., f 
lūnas tristes, Accusative, pl., f 
lūnis tristibus, Ablative, pl., f 
māteria tristis, Nominative, sg., f 
māteriae tristis, Genitive, sg., f 
māteriae tristi, Dative, sg., f 
māteriam tristem, Accusative, sg., f 
māteriā tristi, Ablative, sg., f 
māteriae tristes, Nominative, pl., f 
māteriarum tristium, Genitive, pl., f 
māteriis tristibus, Dative, pl., f 
māterias tristes, Accusative, pl., f 
māteriis tristibus, Ablative, pl., f 
memoria tristis, Nominative, sg., f 
memoriae tristis, Genitive, sg., f 
memoriae tristi, Dative, sg., f 
memoriam tristem, Accusative, sg., f 
memoriā tristi, Ablative, sg., f 
memoriae tristes, Nominative, pl., f 
memoriarum tristium, Genitive, pl., f 
memoriis tristibus, Dative, pl., f 
memorias tristes, Accusative, pl., f 
memoriis tristibus, Ablative, pl., f 
mēnsa tristis, Nominative, sg., f 
mēnsae tristis, Genitive, sg., f 
mēnsae tristi, Dative, sg., f 
mēnsam tristem, Accusative, sg., f 
mēnsā tristi, Ablative, sg., f 
mēnsae tristes, Nominative, pl., f 
mēnsarum tristium, Genitive, pl., f 
mēnsis tristibus, Dative, pl., f 
mēnsas tristes, Accusative, pl., f 
mēnsis tristibus, Ablative, pl., f 
mora tristis, Nominative, sg., f 
morae tristis, Genitive, sg., f 
morae tristi, Dative, sg., f 
moram tristem, Accusative, sg., f 
morā tristi, Ablative, sg., f 
morae tristes, Nominative, pl., f 
morarum tristium, Genitive, pl., f 
moris tristibus, Dative, pl., f 
moras tristes, Accusative, pl., f 
moris tristibus, Ablative, pl., f 
nātūra tristis, Nominative, sg., f 
nātūrae tristis, Genitive, sg., f 
nātūrae tristi, Dative, sg., f 
nātūram tristem, Accusative, sg., f 
nātūrā tristi, Ablative, sg., f 
nātūrae tristes, Nominative, pl., f 
nātūrarum tristium, Genitive, pl., f 
nātūris tristibus, Dative, pl., f 
nātūras tristes, Accusative, pl., f 
nātūris tristibus, Ablative, pl., f 
opera tristis, Nominative, sg., f 
operae tristis, Genitive, sg., f 
operae tristi, Dative, sg., f 
operam tristem, Accusative, sg., f 
operā tristi, Ablative, sg., f 
operae tristes, Nominative, pl., f 
operarum tristium, Genitive, pl., f 
operis tristibus, Dative, pl., f 
operas tristes, Accusative, pl., f 
operis tristibus, Ablative, pl., f 
patria tristis, Nominative, sg., f 
patriae tristis, Genitive, sg., f 
patriae tristi, Dative, sg., f 
patriam tristem, Accusative, sg., f 
patriā tristi, Ablative, sg., f 
patriae tristes, Nominative, pl., f 
patriarum tristium, Genitive, pl., f 
patriis tristibus, Dative, pl., f 
patrias tristes, Accusative, pl., f 
patriis tristibus, Ablative, pl., f 
pecūnia tristis, Nominative, sg., f 
pecūniae tristis, Genitive, sg., f 
pecūniae tristi, Dative, sg., f 
pecūniam tristem, Accusative, sg., f 
pecūniā tristi, Ablative, sg., f 
pecūniae tristes, Nominative, pl., f 
pecūniarum tristium, Genitive, pl., f 
pecūniis tristibus, Dative, pl., f 
pecūnias tristes, Accusative, pl., f 
pecūniis tristibus, Ablative, pl., f 
poena tristis, Nominative, sg., f 
poenae tristis, Genitive, sg., f 
poenae tristi, Dative, sg., f 
poenam tristem, Accusative, sg., f 
poenā tristi, Ablative, sg., f 
poenae tristes, Nominative, pl., f 
poenarum tristium, Genitive, pl., f 
poenis tristibus, Dative, pl., f 
poenas tristes, Accusative, pl., f 
poenis tristibus, Ablative, pl., f 
poēta tristis, Nominative, sg., f 
poētae tristis, Genitive, sg., f 
poētae tristi, Dative, sg., f 
poētam tristem, Accusative, sg., f 
poētā tristi, Ablative, sg., f 
poētae tristes, Nominative, pl., f 
poētarum tristium, Genitive, pl., f 
poētis tristibus, Dative, pl., f 
poētas tristes, Accusative, pl., f 
poētis tristibus, Ablative, pl., f 
porta tristis, Nominative, sg., f 
portae tristis, Genitive, sg., f 
portae tristi, Dative, sg., f 
portam tristem, Accusative, sg., f 
portā tristi, Ablative, sg., f 
portae tristes, Nominative, pl., f 
portarum tristium, Genitive, pl., f 
portis tristibus, Dative, pl., f 
portas tristes, Accusative, pl., f 
portis tristibus, Ablative, pl., f 
praeda tristis, Nominative, sg., f 
praedae tristis, Genitive, sg., f 
praedae tristi, Dative, sg., f 
praedam tristem, Accusative, sg., f 
praedā tristi, Ablative, sg., f 
praedae tristes, Nominative, pl., f 
praedarum tristium, Genitive, pl., f 
praedis tristibus, Dative, pl., f 
praedas tristes, Accusative, pl., f 
praedis tristibus, Ablative, pl., f 
prōvincia tristis, Nominative, sg., f 
prōvinciae tristis, Genitive, sg., f 
prōvinciae tristi, Dative, sg., f 
prōvinciam tristem, Accusative, sg., f 
prōvinciā tristi, Ablative, sg., f 
prōvinciae tristes, Nominative, pl., f 
prōvinciarum tristium, Genitive, pl., f 
prōvinciis tristibus, Dative, pl., f 
prōvincias tristes, Accusative, pl., f 
prōvinciis tristibus, Ablative, pl., f 
puella tristis, Nominative, sg., f 
puellae tristis, Genitive, sg., f 
puellae tristi, Dative, sg., f 
puellam tristem, Accusative, sg., f 
puellā tristi, Ablative, sg., f 
puellae tristes, Nominative, pl., f 
puellarum tristium, Genitive, pl., f 
puellis tristibus, Dative, pl., f 
puellas tristes, Accusative, pl., f 
puellis tristibus, Ablative, pl., f 
pūgna tristis, Nominative, sg., f 
pūgnae tristis, Genitive, sg., f 
pūgnae tristi, Dative, sg., f 
pūgnam tristem, Accusative, sg., f 
pūgnā tristi, Ablative, sg., f 
pūgnae tristes, Nominative, pl., f 
pūgnarum tristium, Genitive, pl., f 
pūgnis tristibus, Dative, pl., f 
pūgnas tristes, Accusative, pl., f 
pūgnis tristibus, Ablative, pl., f 
rīpa tristis, Nominative, sg., f 
rīpae tristis, Genitive, sg., f 
rīpae tristi, Dative, sg., f 
rīpam tristem, Accusative, sg., f 
rīpā tristi, Ablative, sg., f 
rīpae tristes, Nominative, pl., f 
rīparum tristium, Genitive, pl., f 
rīpis tristibus, Dative, pl., f 
rīpas tristes, Accusative, pl., f 
rīpis tristibus, Ablative, pl., f 
sapientia tristis, Nominative, sg., f 
sapientiae tristis, Genitive, sg., f 
sapientiae tristi, Dative, sg., f 
sapientiam tristem, Accusative, sg., f 
sapientiā tristi, Ablative, sg., f 
sapientiae tristes, Nominative, pl., f 
sapientiarum tristium, Genitive, pl., f 
sapientiis tristibus, Dative, pl., f 
sapientias tristes, Accusative, pl., f 
sapientiis tristibus, Ablative, pl., f 
scientia tristis, Nominative, sg., f 
scientiae tristis, Genitive, sg., f 
scientiae tristi, Dative, sg., f 
scientiam tristem, Accusative, sg., f 
scientiā tristi, Ablative, sg., f 
scientiae tristes, Nominative, pl., f 
scientiarum tristium, Genitive, pl., f 
scientiis tristibus, Dative, pl., f 
scientias tristes, Accusative, pl., f 
scientiis tristibus, Ablative, pl., f 
sententia tristis, Nominative, sg., f 
sententiae tristis, Genitive, sg., f 
sententiae tristi, Dative, sg., f 
sententiam tristem, Accusative, sg., f 
sententiā tristi, Ablative, sg., f 
sententiae tristes, Nominative, pl., f 
sententiarum tristium, Genitive, pl., f 
sententiis tristibus, Dative, pl., f 
sententias tristes, Accusative, pl., f 
sententiis tristibus, Ablative, pl., f 
silva tristis, Nominative, sg., f 
silvae tristis, Genitive, sg., f 
silvae tristi, Dative, sg., f 
silvam tristem, Accusative, sg., f 
silvā tristi, Ablative, sg., f 
silvae tristes, Nominative, pl., f 
silvarum tristium, Genitive, pl., f 
silvis tristibus, Dative, pl., f 
silvas tristes, Accusative, pl., f 
silvis tristibus, Ablative, pl., f 
stella tristis, Nominative, sg., f 
stellae tristis, Genitive, sg., f 
stellae tristi, Dative, sg., f 
stellam tristem, Accusative, sg., f 
stellā tristi, Ablative, sg., f 
stellae tristes, Nominative, pl., f 
stellarum tristium, Genitive, pl., f 
stellis tristibus, Dative, pl., f 
stellas tristes, Accusative, pl., f 
stellis tristibus, Ablative, pl., f 
terra tristis, Nominative, sg., f 
terrae tristis, Genitive, sg., f 
terrae tristi, Dative, sg., f 
terram tristem, Accusative, sg., f 
terrā tristi, Ablative, sg., f 
terrae tristes, Nominative, pl., f 
terrarum tristium, Genitive, pl., f 
terris tristibus, Dative, pl., f 
terras tristes, Accusative, pl., f 
terris tristibus, Ablative, pl., f 
turba tristis, Nominative, sg., f 
turbae tristis, Genitive, sg., f 
turbae tristi, Dative, sg., f 
turbam tristem, Accusative, sg., f 
turbā tristi, Ablative, sg., f 
turbae tristes, Nominative, pl., f 
turbarum tristium, Genitive, pl., f 
turbis tristibus, Dative, pl., f 
turbas tristes, Accusative, pl., f 
turbis tristibus, Ablative, pl., f 
via tristis, Nominative, sg., f 
viae tristis, Genitive, sg., f 
viae tristi, Dative, sg., f 
viam tristem, Accusative, sg., f 
viā tristi, Ablative, sg., f 
viae tristes, Nominative, pl., f 
viarum tristium, Genitive, pl., f 
viis tristibus, Dative, pl., f 
vias tristes, Accusative, pl., f 
viis tristibus, Ablative, pl., f 
victōria tristis, Nominative, sg., f 
victōriae tristis, Genitive, sg., f 
victōriae tristi, Dative, sg., f 
victōriam tristem, Accusative, sg., f 
victōriā tristi, Ablative, sg., f 
victōriae tristes, Nominative, pl., f 
victōriarum tristium, Genitive, pl., f 
victōriis tristibus, Dative, pl., f 
victōrias tristes, Accusative, pl., f 
victōriis tristibus, Ablative, pl., f 
vīta tristis, Nominative, sg., f 
vītae tristis, Genitive, sg., f 
vītae tristi, Dative, sg., f 
vītam tristem, Accusative, sg., f 
vītā tristi, Ablative, sg., f 
vītae tristes, Nominative, pl., f 
vītarum tristium, Genitive, pl., f 
vītis tristibus, Dative, pl., f 
vītas tristes, Accusative, pl., f 
vītis tristibus, Ablative, pl., f 
umbra tristis, Nominative, sg., f 
umbrae tristis, Genitive, sg., f 
umbrae tristi, Dative, sg., f 
umbram tristem, Accusative, sg., f 
umbrā tristi, Ablative, sg., f 
umbrae tristes, Nominative, pl., f 
umbrarum tristium, Genitive, pl., f 
umbris tristibus, Dative, pl., f 
umbras tristes, Accusative, pl., f 
umbris tristibus, Ablative, pl., f 
unda tristis, Nominative, sg., f 
undae tristis, Genitive, sg., f 
undae tristi, Dative, sg., f 
undam tristem, Accusative, sg., f 
undā tristi, Ablative, sg., f 
undae tristes, Nominative, pl., f 
undarum tristium, Genitive, pl., f 
undis tristibus, Dative, pl., f 
undas tristes, Accusative, pl., f 
undis tristibus, Ablative, pl., f 
animus tristis, Nominative, sg., m 
animi tristis, Genitive, sg., m 
animo tristi, Dative, sg., m 
animum tristem, Accusative, sg., m 
animo tristi, Ablative, sg., m 
animi tristes, Nominative, pl., m 
animorum tristium, Genitive, pl., m 
animis tristibus, Dative, pl., m 
animos tristes, Accusative, pl., m 
animis tristibus, Ablative, pl., m 
annus tristis, Nominative, sg., m 
anni tristis, Genitive, sg., m 
anno tristi, Dative, sg., m 
annum tristem, Accusative, sg., m 
anno tristi, Ablative, sg., m 
anni tristes, Nominative, pl., m 
annorum tristium, Genitive, pl., m 
annis tristibus, Dative, pl., m 
annos tristes, Accusative, pl., m 
annis tristibus, Ablative, pl., m 
barbarus tristis, Nominative, sg., m 
barbari tristis, Genitive, sg., m 
barbaro tristi, Dative, sg., m 
barbarum tristem, Accusative, sg., m 
barbaro tristi, Ablative, sg., m 
barbari tristes, Nominative, pl., m 
barbarorum tristium, Genitive, pl., m 
barbaris tristibus, Dative, pl., m 
barbaros tristes, Accusative, pl., m 
barbaris tristibus, Ablative, pl., m 
campus tristis, Nominative, sg., m 
campi tristis, Genitive, sg., m 
campo tristi, Dative, sg., m 
campum tristem, Accusative, sg., m 
campo tristi, Ablative, sg., m 
campi tristes, Nominative, pl., m 
camporum tristium, Genitive, pl., m 
campis tristibus, Dative, pl., m 
campos tristes, Accusative, pl., m 
campis tristibus, Ablative, pl., m 
cibus tristis, Nominative, sg., m 
cibi tristis, Genitive, sg., m 
cibo tristi, Dative, sg., m 
cibum tristem, Accusative, sg., m 
cibo tristi, Ablative, sg., m 
cibi tristes, Nominative, pl., m 
ciborum tristium, Genitive, pl., m 
cibis tristibus, Dative, pl., m 
cibos tristes, Accusative, pl., m 
cibis tristibus, Ablative, pl., m 
deus tristis, Nominative, sg., m 
dei tristis, Genitive, sg., m 
deo tristi, Dative, sg., m 
deum tristem, Accusative, sg., m 
deo tristi, Ablative, sg., m 
dei tristes, Nominative, pl., m 
deorum tristium, Genitive, pl., m 
deis tristibus, Dative, pl., m 
deos tristes, Accusative, pl., m 
deis tristibus, Ablative, pl., m 
dolus tristis, Nominative, sg., m 
doli tristis, Genitive, sg., m 
dolo tristi, Dative, sg., m 
dolum tristem, Accusative, sg., m 
dolo tristi, Ablative, sg., m 
doli tristes, Nominative, pl., m 
dolorum tristium, Genitive, pl., m 
dolis tristibus, Dative, pl., m 
dolos tristes, Accusative, pl., m 
dolis tristibus, Ablative, pl., m 
dominus tristis, Nominative, sg., m 
domini tristis, Genitive, sg., m 
domino tristi, Dative, sg., m 
dominum tristem, Accusative, sg., m 
domino tristi, Ablative, sg., m 
domini tristes, Nominative, pl., m 
dominorum tristium, Genitive, pl., m 
dominis tristibus, Dative, pl., m 
dominos tristes, Accusative, pl., m 
dominis tristibus, Ablative, pl., m 
equus tristis, Nominative, sg., m 
equi tristis, Genitive, sg., m 
equo tristi, Dative, sg., m 
equum tristem, Accusative, sg., m 
equo tristi, Ablative, sg., m 
equi tristes, Nominative, pl., m 
equorum tristium, Genitive, pl., m 
equis tristibus, Dative, pl., m 
equos tristes, Accusative, pl., m 
equis tristibus, Ablative, pl., m 
gladius tristis, Nominative, sg., m 
gladii tristis, Genitive, sg., m 
gladio tristi, Dative, sg., m 
gladium tristem, Accusative, sg., m 
gladio tristi, Ablative, sg., m 
gladii tristes, Nominative, pl., m 
gladiorum tristium, Genitive, pl., m 
gladiis tristibus, Dative, pl., m 
gladios tristes, Accusative, pl., m 
gladiis tristibus, Ablative, pl., m 
lēgātus tristis, Nominative, sg., m 
lēgāti tristis, Genitive, sg., m 
lēgāto tristi, Dative, sg., m 
lēgātum tristem, Accusative, sg., m 
lēgāto tristi, Ablative, sg., m 
lēgāti tristes, Nominative, pl., m 
lēgātorum tristium, Genitive, pl., m 
lēgātis tristibus, Dative, pl., m 
lēgātos tristes, Accusative, pl., m 
lēgātis tristibus, Ablative, pl., m 
marītus tristis, Nominative, sg., m 
marīti tristis, Genitive, sg., m 
marīto tristi, Dative, sg., m 
marītum tristem, Accusative, sg., m 
marīto tristi, Ablative, sg., m 
marīti tristes, Nominative, pl., m 
marītorum tristium, Genitive, pl., m 
marītis tristibus, Dative, pl., m 
marītos tristes, Accusative, pl., m 
marītis tristibus, Ablative, pl., m 
modus tristis, Nominative, sg., m 
modi tristis, Genitive, sg., m 
modo tristi, Dative, sg., m 
modum tristem, Accusative, sg., m 
modo tristi, Ablative, sg., m 
modi tristes, Nominative, pl., m 
modorum tristium, Genitive, pl., m 
modis tristibus, Dative, pl., m 
modos tristes, Accusative, pl., m 
modis tristibus, Ablative, pl., m 
morbus tristis, Nominative, sg., m 
morbi tristis, Genitive, sg., m 
morbo tristi, Dative, sg., m 
morbum tristem, Accusative, sg., m 
morbo tristi, Ablative, sg., m 
morbi tristes, Nominative, pl., m 
morborum tristium, Genitive, pl., m 
morbis tristibus, Dative, pl., m 
morbos tristes, Accusative, pl., m 
morbis tristibus, Ablative, pl., m 
mundus tristis, Nominative, sg., m 
mundi tristis, Genitive, sg., m 
mundo tristi, Dative, sg., m 
mundum tristem, Accusative, sg., m 
mundo tristi, Ablative, sg., m 
mundi tristes, Nominative, pl., m 
mundorum tristium, Genitive, pl., m 
mundis tristibus, Dative, pl., m 
mundos tristes, Accusative, pl., m 
mundis tristibus, Ablative, pl., m 
mūrus tristis, Nominative, sg., m 
mūri tristis, Genitive, sg., m 
mūro tristi, Dative, sg., m 
mūrum tristem, Accusative, sg., m 
mūro tristi, Ablative, sg., m 
mūri tristes, Nominative, pl., m 
mūrorum tristium, Genitive, pl., m 
mūris tristibus, Dative, pl., m 
mūros tristes, Accusative, pl., m 
mūris tristibus, Ablative, pl., m 
nātus tristis, Nominative, sg., m 
nāti tristis, Genitive, sg., m 
nāto tristi, Dative, sg., m 
nātum tristem, Accusative, sg., m 
nāto tristi, Ablative, sg., m 
nāti tristes, Nominative, pl., m 
nātorum tristium, Genitive, pl., m 
nātis tristibus, Dative, pl., m 
